index,text,label
1377404757266993153,"""این رومی که تو میگی ماجراش فک کنم یکم فرق داره افتر پارتی رو در روم رو به دریا برگزار میکنیم""",2
1377390962826043392,"""اونا هم قطعا تو کلاب هاوس یکی داره خاطرات عنیشو واسشون تعریف میکنه 🚶‍♂️""",3
1377391470093697025,"""ینی به بعد ۲۳ نمیدن یا به قبلش؟""",2
1377408991630778368,"""فقط احمق‌های که لایککردن این چرند را #_نه_بهجمهوری_اسلامی 👎🏽""",3
1001151246726811648,"""سام میری از مهمانان پنل گفتگوی کنفرانس طراحی تعاملی #ixdevent#interaction_design""",2
1377402414769131521,"""هیچی توی شب بهتر از موسیقی بی کلام پیانو نیستش.""",1
1001863767880359936,"""میبینید که، جوابی ندارن بدن""",3
1377409545052450816,"""کی فکرشو میکرد وقتی تبلیغ یوتیوب ببینیم خوشحال شیم هی بگید این کشور فکر شادی شما نیست""",2
1377405349674819585,"""تازه این اینگده‌ش بود⁦👌🏻⁩""",2
1001223987186282496,"""کو کریمی که ز بزم طربش غمزده‌ایجرعه‌ای درکشد و دفع خماری بکندیا وفا یا خبر وصل تو یا مرگ رقیببود آیا که فلک زین دو سه کاری بکند#حافظ""",1
1377408886509072389,"""بایدن کثیف#No2China#نه_به_جمهوری_اسلامی""",3
1377405177691435008,"""مثه صگ از فردایی که نمی‌خوام برسه میترسم.ATEEZ FOR THE WIN #StanWorld #ATEEZ #에이티즈 @ATEEZofficial""",3
1377391442771972097,"""نگران کلاب هاوس نباشید اونیکه میره تو روم سیاسی رایش ایدئولوژیک یعنی بکشیش هم نظرش عوض نمیشه ادمای خاکستری تو رومای خاله زنکن تو اینستان تو تلگرامندنیا تو کلاب هاوس جمع نشده به مشت بچه پولدار و برند باز اونجان والا اگر دوستان جو ندن""",3
1377392862434762756,"""چه زیبا دخترِ ازش تشکر کرد و پسرِ درجواب گفت منم ممنونم چون دلیلی برای زندگی کردن پیدا کردم *دلم خواست🥲*""",1
1377406325643075589,"""فارسی نوشتی ایراد نگیرم؟؟ 😂😂😂""",2
1001829756537655301,"""حرف تنهایی قدیمیاما تلخ و سینه سوزه اولین و آخرین حرفحرف هر‌‌روز‌ و‌ هنوزه ( پوست شیر)""",3
1377381051820085248,"""دوازدهم فروردین روز , اری به جمهوری اسلامی بر همگان مبارک""",1
1377408618711031809,"""والا برای ی وام ساده هزار جور توقع میکنن از ادماون بنده خدا که تکلیفش معلومه""",3
1377369517165174784,"""الان، همین الان، ناهار دیروز رو خوردم بالاخره 🤲 حالا نوبت شامه""",2
1377405958540828673,"""وگرنه که تو خوشی و خوشحالی همه مهربون و خوش سرو زیونن ://""",2
1377401813935271937,"""اگ ب ستاد خبر نمیدید ولی واقعا ن حست ع نظر من درس نیس بنظرم واقعا چن لول زیبایی های جهانو تغییر دادی(: نظر شخصیم بود ناموصن ♥️""",2
1001838944651239425,"""شروط ایران برای پیوستن به لایحه الحاق به کنوانسیون مقابله با تامین مالی تروریسم""",2
1377393942690463748,"""قیول کن ک خیلی خوشگلیی🥺🤌🏻💜خاهش میکنم زیبا💜""",1
1001179229713764352,""".نگران چه هستی؟مرا با این اخلاق گند !این حال خراب...عطرِ همیشگی سیگار !نبودنهای گاه و بیگاه...خیره شدن های چند ساعته به یک خیابان باران خورده !مرا با این غرور لعنتی چه کسی خواهد خواست؟!مالِ بد بیخ ریش صاحبش ...""",3
1001498071367389184,"""خورشت کرفس لوزرترین خورشته""",3
1001156936652423169,"""از روز شنبه که ثبت نام نامزادان انتخاباتی شروع شده، فکر میکنم فقط من ثبت نام نکردم دیگرا همه‌ داره ثبت نام میکنند.😣""",3
1377401701586456577,"""واقعا پارسال؟ پیارسال نبود؟""",2
1377398350811590659,"""یه حسی به دوست داشتن و نمیدونم دوستش دارم یا نهخیلی جالبه پیش بیاد تجربه کنید انشالا""",1
1377391390271758341,"""خودم نه دوستم تو بازار(مروی) کارشه""",2
1377394527334408196,"""فکر کن زنت ۱۵هفته حاملست:))))))))))))بعد خفش کنی:)))))))))))))))))))بعد موقعی که تو مصاحبه گفت برگردین خونه سکوت که کرد یه نیشخند زد:)))))))حرومزادهههه:))))))))))""",3
1001235775202254848,"""🔴🔴ادامه فیلم #رسوایی_جنسی دبیرستان پسرانه منطقه ۲تهرانمنبع:آمدنیوز""",2
1377391411075538944,"""نصف شبی دارم دنبال نقطه ی روشن تو زندگیم میگردم""",3
1001209392463740928,"""منم امیدوارم تو سقط نشی و زنده بمونی سرافرازی آقارو ببینی و بسوزی 😏😏😏😏""",3
1001694907503992833,"""#یادداشتنگاهی به وعده‌های انتخاباتی #اردوغان و #حزب_عدالت_و_توسعه به مردم ترکیه""",2
1001784060421828609,"""با وفا خواندمت از عمد که تغییر کنیگاه در عشق نیاز است به تلقین کردن!#کاظم‌بهمنی""",1
1001058611077009408,"""ولی من تا وقتی مطمئن نشم مشکلت از مال من بررگتره خیالم راحت نمیشه""",3
1002167016210526209,"""صدای ایران از پایین ترین طبقات اجتماعی گوش به گوش میچرخد. دیکتاتور فراموش کرده چطور مردم روی پشت بام خانه فریاد کشیدند بام به بام، شهر به شهر. نه!... نه زمان جنگ بلکه چند سال پیش که دوستان عزیزمان، هم کلاسی های دانشگاه، وهمکاران عزیزمان را به انفرادی میبردند. #IranStrikes""",3
1377405638171488257,"""عه مگه جرم به اینتراکشن مربوطه ، من که باهات اینتراکشن دارم خودم زحمتشو میکشم 🤦😂😂😅""",2
1377408515078115333,"""خانم فراهانی نازنین فراموش نکنید که عده ای بیشمار به شما نگاه میکنند و اگر تصویری از شما با تابلو # نه به جمهوری اسلامی ببینند دلگرمی به جامعه و حتی هنرمندان میدهد ،قبلاً تشکر میکنم به امید سربلندی ایرانمان🙏✌️""",1
1002263815852118016,"""یه وقتهایی اینقدر همه چیز یه جوریه ک دلت میخواد هیچی ندونی نفهمی ‌نشنوی‌ نبینی.""",3
1377394241018597376,"""پس انجام ندادی و مشکلی هم پیش نیومده و مریضم نشدی ✌""",2
1001420139865165824,"""دقیقا به همین خاطر☝نباید سکوت کرد و عکس العمل های سختی را می‌طلبد!""",2
1377391738269011974,"""بات موافقم ولی درصداتو جاج میکنم""",2
1377396168582295554,"""اربابم. به خدا تجربه خفنیه که در ۱۸ سالگی میتونید انجام بدید. تو رو خدا تحیرم کنید و هر چی دارم ازم بگیرید. همین.""",1
1001581431502659584,"""دیگه الان اسمشو میشه گذاشت آمیزش و پرورش #تجاوز_به_دانش_آموزان""",3
1001350856573321216,"""یه سری بچه بیگناه از این به بعد شاید نتونن زندگی نرمال و درستی داشته باشن بعد یه حرومزاده ای میاد میگه در حد شوخی دستی بود من چیز دیگه ای ندیدم""",3
1001921784499916801,"""گه خوردم پابجی رو ریختم، زندگیم بگا رفته انقدر توشم""",3
1377404442891313152,"""تا چهار صب تحملشون کردم جرر""",3
1377401776081526786,"""خوب پس قضیه کلاً منتفیهمیره برا اون دنیاشاید""",2
1377405758640418819,"""تو از بقيه نه جلوترى و نه عقب تر .تو توى زمان خودت #زندگى ميكنى ؛ پس آروم باش ، از زندگى #لذت ببر و خودت رو با ديگران مقايسه نكن !!! 🚶🏽""",2
1002974939090116609,"""مثل ٨٠ درصد بقيه ايرانيا كه رفتن، تو پوست خر، برو اونجا حقوق بيكاريم بهت ميدن""",3
1001732654625148929,"""هیچ چیز نگران کننده تر از دولت تدبیر،جاسوسان و خائنانش نیست.شما نگران آخرتت باش که با دروغ ها و جو سازی هات داری به بادش میدیجالب اینجاست که همیشه دستت رو میشه و ضایع میشی ولی بازم کم نمیاری چون اگه کم بیاری جایی تو دولت نا امیدی نداری""",3
1001509679359512576,"""کاملا با نظر شما موافقم.اما بنده حس می کنم که این جماعت ملت رو نادان فرض کردند و قصد دارند با این کار از قبول مسئولیت برای بوجود آوردن مشکلات موجود فرار کنند. در حقیقت فقط قصد تطهیر چهره ی خود دارند.اگر کارشان از سر صداقت باشد، شخصاً دستشان را هم میبوسم""",3
1002985078367154181,"""واقعا چراجواب نمیدن استاد؟مسئله اینست بودن یانبودن خوب اف افو میزدی!!""",3
1377405079414693889,"""فکر به باقلوا لحظه‌ای رهام نمیکنه 🥺""",2
1377406029651120130,"""باید به جایی وصل باشی""",2
1001491902644895744,"""من اگه جای ولدمورت بودم و انقدر علاقه به مار داشتم، انیماگوس می‌شدم و خودم رو تبدیل به مار می‌کردم.""",2
1377396247577862147,"""روان‌شناسان داشتن رابطۀ صمیمی را با تعبیر «جای‌دادنِ دیگران در خویشتن» توصیف کرده‌اند.«بخشی از مقاله (اگر قرار باشد به جزیره‌ای دورافتاده بروید، چه کسی را با خود می‌برید)، منتشرشده در ترجمان»""",2
1377406944311447552,"""جل زده بودن تو حالت طبیعی نبودن""",2
1001384352817741824,"""ایول به غیرتش👏👏👏بهتر ازینه که بهش بگن چطوری سیب زمینی بی عرضه""",1
1002144492319924224,"""اوووف کاشییی 😍💦💦اوووووووووف کاشی💦""",1
1001908860297318401,"""برایه ایرانی بهتر،،،اینده را خواهیم ساخت#IranStrikes #دومینوی_اعتصابات #IranRegimeChange""",1
1002986490039857153,"""ووتی بیکار و بی پول باشی عشق از یادت میره.فریاد مال وقتیه دردت زیاده ولی وقتهایی هست توانایی فریاد زدنم نداری فقط یه گوشه میشینی و به فنا رفتن زندگیت نگاه میکنی""",3
1377408810181005315,"""بعضی وقتا میدونی مثل سگ روت کراش داره ها ، ولی بازم نمیری بهش نمیگی دوست دارم چونکه دوسش داری و میدونی اونموقع دیگه روت کراش نداره و از دستش میدی ، فقط میتونم بگم ریدم تو هرچی ریلیشنشیپ""",3
1377395313896386561,"""من یک زن بلوچم و از اجدادم سپاسگزارم که روز دوازدهم فروردین ۱۳۵۸ به جمهوری اسلامی آری گفتند چرا که الان امنیت دارم و‌مثل زنان دیگر کشورها اسیر نگاه هرزه بیگانه نیستم #نظام_مردم""",1
1377403799849947136,"""آره ولی بازم قرن‌ها طول می‌کشه. 😂 هفتاد میلیون خیلیه.""",2
1001829521849495552,"""چون صبحا تو بعد از ظهر خارج کار میکنن:)))""",2
1377407068433354754,"""زیبایی از 'لی مینهو' معنا میگیره :))""",1
1377404346439102466,"""مریم در کنار همه پسرای دانشگاه بجز میرزا😂""",2
1377394295712350210,"""ازارم دادی به افلاین شدن پناه اوردم""",3
1377405680785690630,"""اگر میدانستم که خیلی خوب میبودندی🚬👳🏼‍♂️""",2
1377401564160159747,"""اوشون داداش ایشون هستن""",2
1377385893409906688,"""هشدار پزشکان؛ شگفتی ارمنستان با صدرنشینی؛ شکست آلمان؛ برد ایتالیا؛ اسرائیل؛ انگلیس؛ فرانسه""",2
1377394610859732992,"""اوا برای اینکه نود ندی پیجیدی؟😔""",3
1001605249323470848,"""شما رو پسرا کراش داری؟!👩""",2
1377392674987106305,"""قلب من خیلی وقت ها پیش شکسته و خورده ریزاش هنوز مونده اهمیتی دادی بانو؟😔#SHINee""",3
1377405603480395778,"""من دوس دارم مامانش بگه اسم بچه رو😣😔😔""",1
1377393673294372864,"""اقا منم نیاز دارم برم اب بخورم و بخوابم چون فردا هم کامبکه هم درس میخوام بخونم تا همینجاشم خیلی کمکتون کردم شبمون به قشنگی و درخشندگی ستاره های اسمان""",1
1377406723254669313,"""خدا میدونه چقدر خندیدم بعد اون بدحالیتنکیو😂♥️""",1
1377409559006969859,"""دوازدهم فروردین (روز #جمهوری_اسلامی) روز یکپارچگی، اتحاد و ایستادگی است و با اقتدار، فریاد سربلندی ایران را با #امید_به_آینده فریاد داریم#جوانان#تلاش#گام_دوم_انقلاب#ایستاده_ایم""",1
1001278885584080902,"""از طرف خودم و تیم #چهارشنبه_های_سفید، یکبار دیگر موضع خود را شفاف بیان می کنیم:ما به جمهوری اسلامی مطلقا اعتقاد نداشته ومعتقدیم که ج ا قابل اصلاح نیست. وقتی در مورد تغییر رژیم صحبت میکنیم، منظور پایان حکومت جمهوری اسلامی است. ما به حکومت سکولار معتقدیم. #IranRegimeChange""",3
1377407838058729475,"""نه به اون‌کاری ندارم.از سرعت عنان‌گسیخته‌ی تغییراتت می‌گم.😂دوماه دیگه نمکدون‌اسکلتی‌ها رو برمی‌داری از این گل‌گلیا می‌خری قربونشون می‌ری.از من گفتن بود.😂😂""",2
1377390830231650304,"""این تقصه الان؟ 😂 😂 😂تقص می‌پسندن؟ 😂""",2
1377402493483712512,"""😂😂😂 دیگه اینو نگیم چی بگیم""",2
1377394059795296257,"""یه حرفی هست قدیمیای شهرمون میزنن ، میگن اونی ک خیلی قهر میکنه شوهر میخواد 😂💔""",2
1002976264767107072,"""در آینده نه چندان دور:#Free_Jadi""",2
1002193236646154240,"""خبرهایی که کمتر دیده میشن:دو کارخانه فولاد قزوین و آرمان شفق از امروز پنجشنبه(۱۰ خرداد ماه)موقتا متوقف شدن و دست‌کم ۳۰۰ #کارگر بیکار شدند.(منبع: ایلنا).سیصد کارگر ینی ۳۰۰ خانواده حداقل ۴ نفره... ینی ۱۲۰۰ نفر از نون خوردن افتادن. افزایش بحران بیکاری و معیشتی مردم...""",3
1002208462732963840,"""ارتش به این بی غیرتی هرگز ندیده ملتی""",3
1377403067184803840,"""ولی من هنوزم منتظرم صبح بیدار شم ببینم روز بعد از اجرای کینگدامه و همه اینا خواب بوده و قرار نیست هیچ کدومش اتفاق بیفته@Stray_Kids""",2
1377393117838548995,"""چشمای من فقط زیبایی ها رو میبینه😌❤""",1
1001870586853974019,"""انگلیسی را چطور باید یاد گرفت لطفا یاریم رسانید 😨""",2
1377398842576891906,"""منم کلا متنفرم از اینا😑""",3
1377401973302030347,"""زندگی من به دو قسمت تقسیم شدهقبل از شنیدن انادر‌ دی و بعداز شنیدن انادر دی""",2
1377393281667985408,"""جهان سوم به روایت فیلم""",2
1377406078443393027,"""جدیدا اینجوری شدم که با طرز نگاه کردنم به طرف و سکوتی که خودم زمانشو تشخیص میدم ناراحتیمو نشون میدمخیلی جواب داره میده و خرسندم از این بابت🤝🏻""",1
1001070369,"""الان که اینو دارم می نویسم یه دوستی از دست من دلخوره ، بد جوری هم دلخورهولی فکر کنم حق با من باشه؟؟؟ان شاء الله که سوء تفاهمه!!:)""",2
1377406854293164032,"""تا اتریوم ۲ کامل شه قیمت کوینت با خاک یکی میشه 😂""",2
1377404745845907456,"""یعنی فکر‌ کردی کسکش نیستی؟""",3
1377390346523402243,"""خب خوبه ، اصن هر دهنشون سرویس😂 خداروشکر ما که نمکی نخوردیم پ تف بهشون😂😂😂😂😂😂😂""",3
1001155373884198912,"""یکی بگه فیلتر شکن معرفی کن منش پر از فیلتر شکن میشه حالا بگو یه کص معرفی کنید انگار خاموشی زدن""",3
1377391852026916865,"""قاطع بود لذت بردم 😂👌""",1
1377399802871357440,"""‌مثل طعم پرتقال بعد مسواک""",2
1002928422014812161,"""قضيه فرق كرده يكم با قبلنا حرفامو ديگه نميگم با كفترا""",3
1377390866017386500,"""عموم کسایی که میان پای صندوق انقلابی ها هستن مثل انتخابات مجلس""",2
1377400268640321536,"""کیس مناسب ازدواج سوری نمیشناسید؟""",2
1377404957796655112,"""ای جان میبینم که داری اسمشو فریاد میکشی.😉""",1
1377394906381971458,"""قربون تو برممممم من ، بیا دنبالم خودم میام نمیخواد بدزدی""",1
1377399671685976064,"""فن‌دایک کیه دیگه چقد بهترین تاریخ میشناسید شما ها""",2
1377391625635299332,"""شما ظریف را (به عنوان یک وزیر) چند درصد تاثیرگذار در امور خارجه خارجه ایران قبول دارید؟#ظریف_چند_درصدی""",2
1002971530228326401,"""هه. خیال کردی! حریف نیستی...""",3
1377404363275034626,"""اخیرا آره‌. بعد از ۵_۶ سال فاصله داشتن که سعی میکردم به شعله شمع کوچیکی اون پایینها اعتنا نکنم، ولی رهام نکرد آتش به گریبان رسید و دوباره رفتم سراغش. دیگه تنها هم زندگی میکنم. این فرصت بیشتری براش ایجاد کرد و.‌‌..بله دیکه دلگرمم میکنه.""",1
1001780450086580224,"""کیر لرها تو مادرت . تو ک از نسل زنا زاده ها و پدر کونی هایی""",3
1001907686278156289,"""این موقع هاست که ریاکاری چادر و عمامه و سینه زنی و ریش بلند شناخته می شود. ذره ای رحم و انسانیت ندارند مگر برای عرب های مرده!""",3
1377406828074569730,"""انگشت شیشمی رو از کجا بیارم حالا ؟؟""",2
1377385140712665092,"""امام خامنه‌ای:روز ۱۲ فروردین، روز جمهوری اسلامی است که یکی از مهم‌ترین اعیاد امت ما در میان ایام الله وخاطره‌های انقلاب به حساب می‌آید. 🇮🇷✨#نظام_مردم""",1
1002138275354685440,"""من هم دقیقا مثل شما عاشق این هنر هستم ... ایده های جدید رو میشه خیلی خوب پیاده سازی کرد 👍با کمی تمرین و تمرکز 👌""",1
1001948124091486208,"""چیپ نیست، احمقانه‌س. کار کردن مرد تو خونه خیلیم زیبا و دوست داشتنیه""",1
1002906473142341632,"""دانلود کتاب اهمیت استفاده از شبکه‌های اجتماعی برای کسب و کارها""",2
1377404493827076102,"""آره به قیافت میده فقط تتل گوش بدی.تتلو واقعا شعراش قشنگن خودش یکم عنه""",2
1001395204203655170,"""آیا میدانید علائم کم کاری غده ی تیروئید چیست؟""",2
1377388453478821890,"""به جمهوری اسلامی ایران گفته ایم #آریبه هر چه غیر جمهوری اسلامی ایران نه...#آری_به_جمهوری_اسلامی @Khamenei_fa""",1
1001938772915867648,"""ذكرِ امشب:خدايا مارو از شرِ بنده هاي بیشرفت(عرزشی) حفظ كن#IranStrikes#IranRegimeChange #RezaPahlavi #دومینوی_سقوط #اعتراضات_سراسری #اعتصاب_کامیونداران #براندازم""",3
1377407414127915010,"""یه دو روز نبودم باز همتون خوشگل موشگل شدین؟""",1
1377394095539240961,"""جایی باید چیزی ارسال کنم؟""",2
1002912696994369537,"""به امید بهبودی انیل کوچولو:)""",1
1001197896858038272,"""کاش هنرمندان به جای بیانیه درفضای مجازی به افطار رئیس جمهور میرفتند و همین حرفها را رسا اونجا میزدند، فکر کنم این طور صدای منتقدین بهتر به گوشش میرسید، تا اینکه یک سری برن و به به الکی کنند.ضمن عذرخواهی از هنرمندانی که دوستشان دارم من به شخصا با این حرکت احساس صداقت و همدلی نکردم""",3
1377404062191128576,"""خیلی ممنونم لطف کردی🙏🏻""",1
1377393664868110338,"""یکی بگه خواب بودم خبری نشده ؟""",2
1377371323970686979,"""منم ندیدم راحت باش😂👍(البت نمد اگه گیف رو حساب نمیکنی چون یه چند باری دیدم😂😂😑فیلم گنگنامم حاوی صحنه های بزرگسال بود .. ولی خب به هر حال پورن نبود ک😂😑😑😊👍) #StanWorld #EXO""",2
1001702850718846980,"""میگفت: خانم مشهدی تماس گرفته و پرسیده بود، حاج‌آقا گاها که سحر دیر از خواب بیدار میشیم، پیچ رادیو را از مشهد به تهران میچرخانیم و تا اذان تهران به خوردن سحری ادامه میدهیم. حالا افطار رو با اذان #مشهد بخوریم یا #تهران؟!!!#رمضان #روزه""",2
1377380599305011206,"""🤦🏻‍♀️🤦🏻‍♀️ یعنی واسه یه آخوند منبرنشین بیشتر از وزیره ارزش قائلن 😄🤣""",3
1377394349516890113,"""حق داری کسشر شده :((( ولی بیشتر بیا دلمون تنگ میشه برات :((((""",3
1001360096473972736,"""اون روز فکر میکردی یه روزی توئیتش کنی ، الان آرومتر شدی به زبون آوردی ، من آروم شدم چه برسه به خودت ..""",1
1377392137369743362,"""-یادته گفتی غمشم قشنگه؟!-غمتم قشنگه اخه:))))""",1
1377394072801796100,"""دیگه اگر همین روزا آسمونی شدم و بینتون نبودم.... ضمن به درود گفتن، زرشک پلو با مرغ کوفتتون بشه 😂""",2
1377393476560584707,"""چ وضعشه بمولا از شب گرمی تنظیم خوابم بفاک رفته""",3
1377391468235526144,"""موهامو میگی اره خواهری امروز هایلایت کردم""",2
1377386155017052164,"""یادمه یه جمله بود میگفت وقتی کسی نگات نمیکنه کی هستیبهش فک کردم و جوابی ندارم""",2
1377392670729887744,"""اتفاقا چقدر هم از گاندو شاکی بود""",2
1001908775392104449,"""چندتا خرما بخور بخواب دیگه الان وقته غذا خوردن نیست که""",2
1377368411534057472,"""مگه چقدر از جونمون سیر شدیم که بهش بگیم دوست دارم""",3
1002204845477126144,"""ي جاي قشنگ و خوش اب وهوا👍""",1
1377409749507973123,"""نینسسججش چه فرشته ای اومد تو تی الم🥺🥺""",2
1002072681498505216,"""#احمد_الحسن : به مردم و درباره ی آنها آنچه دوست دارید به خودتان و درباره ی خودتان بگویند، بگویید و آن گونه که دوست دارید با شما #رفتار شود، با آنها رفتار نمایید، (وَ قُولُوا للنََّاس حُسْنا/ و با مردم به #نیکویی #سخن گویید...)#رمضان""",1
1377369680114036737,"""😂😂😂 آره دیکتاتور هم خیلی خفن بودتیکه که تازه یاد گرفته بود ج.ق بزنه 🤣🤣🤣""",1
1377399225051324418,"""گه تو توان و پیچ شمرون و هرآنچه که به آن تعلق دارد.""",3
1377403794678411264,"""ماریا یه ریت میزنی پست منو بچه ها هل بدن؟😘🙄""",2
1377401447151591425,"""زندگی امثال ما داره به بن بست و شکست منتهی میشه با این گرانی ها و در آمد افتضاح ماهی شیر تا اول اسفند 100 بود یهو شد کیلو 170 هزار تومان فکرش رو بکن یک ماهی ده کیلویی یک میلیون و هفتصد و نزدیک دویست هزار تومان دور ریز شکم و کله داره کمترین سایزش 500 هزار تومان""",3
1377409256278827008,"""ارهاینو امیدوارم از دست ندی""",2
1001289401312391169,"""سلام فزشته جون خوبی منم حسین نخعی از بیرجند شهر اسدالاء علم""",2
1001871190842052609,"""برخلاف اسمش واقعا عصبیت میکنه""",3
1001136939804872705,"""آقای دکتر اگر خودش اینکاره بود که تا ۵۰ سالگی نمونده بود""",3
1001812481948504064,"""رساله التحریر ،جلد سوم، نوشته خمینی :""",2
1377392557219409923,"""ولی واقعا تاسفب این فالوورای عنقلابی منچتونه؟""",3
1001594367008702464,"""تا حرف از تجاوز شد،تجا، وز شد!""",3
1377392654099488769,"""دوست خوبم 2تا اسلحه برمیدارن. همه.گفتم یکیشو همیشه اسنایپ بر میدارم.""",2
1377409372683440128,"""نه اتفاقاً احساس میکنم گلدونم واقعاً زندس 😂""",1
1001771661945958401,"""اگه من جزو مردمم امسال دیگه سال آخر امسال دیگه فشار بی نهایت شده ظلم بینهایت شده فساد بی نهایت شده و جلوش گرفته نمیشه""",3
1001258866309509122,"""روز وصلش میرسد ایام هجران میرود...#محمد_سعيد_ابراهيمىفعال بهارى بازداشتى""",1
1377398444671823878,"""چه خوب کدوم سازمان؟ دایرکت لطف کنید اسمش رو""",2
1001848281864048641,"""هيچ وقت علت شدت عكس العملمونو نسبت به #تجاوز نميفهمم...""",3
1377379070099382273,"""جن جنسش از ماده نیست که دیده بشه 😂😂🤪 با جهان مادی متفاوته دنیای اونوری 😬""",2
1001579566555713536,"""كلا كشور آقا بالاسر نداره مثل اينكهاوناييم كه ٤٠ ساله رنگ قهوه اى رو به مملكت پاشيدن اينا نيستن و حقوقاشونم به خاطر اينه كه ملت از عمامه و ريش خوشش ميومده""",3
1377399337395707904,"""آیا خر می‌باشید؟ (نمونه‌ی ۳) ۱۳۹۶/۱/۲۶-۱۴:۳۰:۴۲[OTI:853186312408530945]""",2
1001536521722384384,"""باهم و در کنار یکدیگر با #همدلی ، #اتحاد و #همگرایی برای آینده ی #ایران با شعار : #IranRegimeChange در #روز_ایران""",2
1001351677398659072,"""کجای این دنیا قوه‌ی قضاییه انتخابیه؟! ... کجا؟! آمریکا؟! انگلیس؟! آلمان؟!""",3
1377401714572099584,"""پویا تو بغلت 🥺❤️ تو هم بیا بغلت کنم خوب میشی 😭""",1
1377371658873405443,"""پسر است دیگر بعضی پسرا اینجورین نه میشنون روی واقعیشونو نشون میدن""",3
1377403889788493825,"""کی ساعت ۴ شد یا حضرت عباس""",2
1377405214341230593,"""الان مم تو این مرحله‌ام""",2
1377406382203236357,"""قرار داد شوروی با دولت افغانستان مدت طولانی انجام نگرفت خیلی زود با کمک سازمان امنیتی آمریکا به مجاهدین افغانستان کمک رسید تا شوروی را از افغانستان بیرون کنند؟و موافق هم شدند؟ امروز نظام ولایت فقیه همان شیوه گذشته افغانستان را پیش گرفته با نظام چینقرارداد 25 ساله به امضاء رسان""",2
1377395179959685122,"""ای بابا تلاش کنید بخابیداره میشه منو خفته یابید بین ساعت ۵تا۱😅""",2
1377391424887386112,"""هرکی این دلوبشکنه دلش خداکنم بشکنه""",3
1377405386798428163,"""نشده باشیم میایی دستگیرمون میکنی؟😁""",2
1377404201584615424,"""من که نمی بینم نیلو جان""",2
1377410238077267973,"""بک تضمینی🍃🌿 می خوای بیای لیست ریت بزن و به نفر چهارم دایرکت پیام بده🐾🌹""",2
1377386282125455361,"""دابش تازه با شاتل کلا نت رایگانه😂ارواح عمشون که نقش ندارن""",3
1002894957907206146,"""اتفاقن اون دوربین خیلی ابهامات رو روشن می کرد! اما نه خزعبل گویی چون تویی و نه دوربین های سبک مغزهای صدا و سیما چنین جراتی رو از همون ۸۸ تا الان در خودشون ندیدن! #رو_سیاهی_به_شب_میماند!""",3
1001361497493196801,"""قدر قدر قدر .... دارم قدرتو میدونما""",1
1377393778999263234,"""خیلی هام هستن از شدت سادگی باورش میکنن!از همین بچه مذهبیای خودمون :))))""",2
1377405365097091076,"""کشور پره از پولاییه ک جنازه ها بهشون دل بسته بودن""",2
1377394618250240000,"""بله ولی کی به کی 😐در ضمن تو باید شیرینی بدی""",2
1001138235567951879,"""با این اتفاق های که توی این چند وقت اخیر برام پیش آمدهراحت میتونم مهمون ماه عسل بشماونم توی چند قسمتاحسان علیخانی من امادم :)""",3
1377406576932179971,"""راستش به چشم دیدم که وقتی پسری از یه دختر خوشش میاد میخواد اون بکنه تو چشت و هر ۱۰ ثانیه یک بار یه چی دربارش میگه""",2
1002926929492807680,"""دوباره ز طوفان غم ها،ببین سرو صبرم خمیده ،شده نیمه ماه خرداد،عزای خمینی رسیده،به غیرازدل غصه دار،به جز دیده ترنداریم،بیامثل باران بباریم،به چشمان گریان سلام خدابرامام وشهیدان واویلا واغربتا.... #امام خمینی""",3
1377405589400088578,"""داش از کی تا حالا لایی شده افتخار؟""",2
1377403544962179072,"""امروز يه چيزى داشتم ميگفتم يهو منيجر پريد تو حرفم يه چيزى گفت منم خيلى جدى به فارسى گفتم همينو ميخواستم بگم :))))) وضعيت از سوتى يه كلمه اى گذشته بود""",2
1377391065838149633,"""مگه تو میدونی من تو چه وضع گوهیی هستم؟😔😂😂""",3
1377394897427259397,"""دو دقیقه انیمه نبینید ، ببینیم چه خبره :|""",2
1002940350607052800,"""آیت الله گلپایگانی خیلی به گردن من حق داره چون روزی که امتحان فیزیک داشتم و هیچی نخونده بودم مرد و مدرسه ها تعطیل شد و من و همه بچه ها خوشحال و خندان بودیم""",1
1377403611483897859,"""مطمئنم اکثر مخاطبای این لایوها و روم‌هاش هم صرفا از روی «کنجکاوی» میرن پای حرفش می‌شینن ولی مینیمم اثر بدی که داره اینه که اون آدم هی معروف‌تر و خبرسازتر میشه و هی آدمای بیشتری «کنجکاو» میشن برن ببینن چی میگه! تو اون آدمای جدید اون وقت یه درصدی قربانی جدید حرفاش میشن!""",3
1377392044344188928,"""چه جذابی شما بانووو😍""",1
1377391604739153923,"""واي گلبم:))) اعتماد به نفسم خيلي بيشتر شد خدا چقد تو مهربوني دخترر:))💙😭""",1
1377391652629749760,"""البته دلیل اصلیش اف ای تی اف بود""",2
1377391378880032769,"""نکته جالب این هست که وزیر امور خارجه جمهوری اسلامی با اپ دزدی تشریف آورده بودن کلاب هاوس""",3
1377389104845885443,"""امینی تبریزی :چه داند آنکه ندارد خبر ز عالم عشقکه با خیال تو بودن چه عالمی دارد......""",1
1003007494145404928,"""طرح ویژه| روز جهانی قدس در صورت تمایل به دریافت فایل وکتور به کانال تلگرام مراجعه فرمایید:""",2
